food_group,food_number,food_name,waste_rate,energy_kcal,protein_g,fat_g,fiber_g,carbohydrate_g,potassium_mg,calcium_mg,magnesium_mg,phosphorus_mg,iron_mg,zinc_mg,copper_mg,vitamin_a_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k_ug,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_b6_mg,vitamin_b12_ug,folate_ug,pantothenic_mg,vitamin_c_mg,source,per_100g
2,2040,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,0.0,346.0,0.0,0.2,1.2,86.6,14.0,41.0,5.0,46.0,0.4,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
2,2062,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,0.0,76.0,0.0,0.0,0.8,19.9,2.0,10.0,1.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3001,（砂糖類）　黒砂糖,0.0,352.0,1.7,0.0,0.0,90.3,1100.0,240.0,31.0,31.0,4.7,0.5,0.24,1.0,0.0,0.0,0.0,0.05,0.07,0.8,0.72,0.0,10.0,1.39,0.0,文部科学省食品成分表八訂,True
3,3030,（砂糖類）　てんさい含蜜糖,0.0,357.0,0.9,0.0,8.3,96.9,27.0,0.0,0.0,1.0,0.1,0.0,0.0,,,,,0.0,0.0,0.2,0.01,,1.0,0.0,,文部科学省食品成分表八訂,True
3,3002,（砂糖類）　和三盆糖,0.0,393.0,0.2,0.0,0.0,99.0,140.0,27.0,17.0,13.0,0.7,0.2,0.07,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.08,0.0,2.0,0.37,0.0,文部科学省食品成分表八訂,True
3,3003,（砂糖類）　車糖　上白糖,0.0,391.0,0.0,0.0,0.0,99.3,2.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3004,（砂糖類）　車糖　三温糖,0.0,390.0,0.0,0.0,0.0,99.0,13.0,6.0,2.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3005,（砂糖類）　ざらめ糖　グラニュー糖,0.0,394.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3006,（砂糖類）　ざらめ糖　白ざら糖,0.0,393.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3007,（砂糖類）　ざらめ糖　中ざら糖,0.0,393.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3008,（砂糖類）　加工糖　角砂糖,0.0,394.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3009,（砂糖類）　加工糖　氷砂糖,0.0,394.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3010,（砂糖類）　加工糖　コーヒーシュガー,0.0,394.0,0.1,0.0,0.0,99.8,0.0,1.0,0.0,0.0,0.2,1.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3011,（砂糖類）　加工糖　粉糖,0.0,393.0,0.0,0.0,0.0,99.7,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3012,（砂糖類）　液糖　しょ糖型液糖,0.0,267.0,0.0,0.0,0.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3013,（砂糖類）　液糖　転化型液糖,0.0,294.0,0.0,0.0,0.0,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3014,（砂糖類）　氷糖みつ,0.0,274.0,0.2,0.0,0.0,68.2,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.1,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3031,（でん粉糖類）　還元麦芽糖,0.0,208.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,文部科学省食品成分表八訂,True
3,3032,（でん粉糖類）　還元水あめ,0.0,210.0,0.0,0.0,,69.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,文部科学省食品成分表八訂,True
3,3015,（でん粉糖類）　粉あめ,0.0,397.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3024,（でん粉糖類）　水あめ　酵素糖化,0.0,342.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3025,（でん粉糖類）　水あめ　酸糖化,0.0,341.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3017,（でん粉糖類）　ぶどう糖　全糖,0.0,342.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3018,（でん粉糖類）　ぶどう糖　含水結晶,0.0,342.0,0.0,0.0,0.0,91.3,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3019,（でん粉糖類）　ぶどう糖　無水結晶,0.0,374.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3020,（でん粉糖類）　果糖,0.0,375.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3026,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,0.0,283.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3027,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,0.0,283.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3028,（でん粉糖類）　異性化液糖　高果糖液糖,0.0,282.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文部科学省食品成分表八訂,True
3,3029,（その他）　黒蜜,0.0,199.0,1.0,0.0,0.0,50.5,620.0,140.0,17.0,17.0,2.6,0.3,0.14,0.0,0.0,0.0,0.0,0.03,0.04,0.5,0.41,0.0,6.0,0.78,0.0,文部科学省食品成分表八訂,True
3,3022,（その他）　はちみつ,0.0,329.0,0.3,0.0,0.0,81.9,65.0,4.0,2.0,5.0,0.2,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.3,0.02,0.0,7.0,0.12,0.0,文部科学省食品成分表八訂,True
3,3033,（その他）　はちみつ　国産品　,0.0,328.0,0.1,0.0,,81.7,23.0,2.0,1.0,3.0,0.1,0.0,0.01,0.0,,,,0.0,0.0,0.1,0.03,,0.0,0.04,,文部科学省食品成分表八訂,True
3,3023,（その他）　メープルシロップ,0.0,266.0,0.1,0.0,0.0,66.3,230.0,75.0,18.0,1.0,0.4,1.5,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.13,0.0,文部科学省食品成分表八訂,True
4,4001,あずき　全粒　乾,0.0,304.0,20.8,2.0,24.8,59.6,1300.0,70.0,130.0,350.0,5.5,2.4,0.68,1.0,0.0,0.1,8.0,0.46,0.16,2.2,0.4,0.0,130.0,1.02,2.0,文部科学省食品成分表八訂,True
4,4002,あずき　全粒　ゆで,0.0,124.0,8.6,0.8,8.7,25.6,430.0,27.0,43.0,95.0,1.6,0.9,0.3,0.0,0.0,0.1,3.0,0.15,0.04,0.5,0.11,0.0,23.0,0.43,0.0,文部科学省食品成分表八訂,True
4,4003,あずき　ゆで小豆缶詰,0.0,202.0,4.4,0.4,3.4,49.2,160.0,13.0,36.0,80.0,1.3,0.4,0.12,0.0,0.0,0.0,4.0,0.02,0.04,0.3,0.05,0.0,13.0,0.14,0.0,文部科学省食品成分表八訂,True
4,4004,あずき　あん　こし生あん,0.0,147.0,9.8,0.6,6.8,27.1,60.0,73.0,30.0,85.0,2.8,1.1,0.23,0.0,0.0,0.0,7.0,0.02,0.05,0.1,0.0,0.0,2.0,0.07,0.0,文部科学省食品成分表八訂,True
4,4005,あずき　あん　さらしあん　（乾燥あん）,0.0,335.0,23.5,1.0,26.8,66.8,170.0,58.0,83.0,210.0,7.2,2.3,0.4,0.0,0.0,0.1,5.0,0.01,0.03,0.8,0.03,0.0,2.0,0.1,0.0,文部科学省食品成分表八訂,True
4,4101,あずき　あん　こし練りあん　（並あん）,0.0,255.0,5.6,0.3,3.9,58.8,35.0,42.0,17.0,49.0,1.6,0.6,0.14,0.0,0.0,0.0,4.0,0.01,0.03,0.1,0.0,0.0,1.0,0.04,0.0,文部科学省食品成分表八訂,True
4,4102,あずき　あん　こし練りあん　（中割りあん）,0.0,262.0,5.1,0.3,3.5,61.1,32.0,38.0,16.0,44.0,1.5,0.6,0.12,0.0,0.0,0.0,4.0,0.01,0.03,0.1,0.0,0.0,1.0,0.04,0.0,文部科学省食品成分表八訂,True
4,4103,あずき　あん　こし練りあん　（もなかあん）,0.0,292.0,5.1,0.3,3.5,68.6,32.0,38.0,16.0,44.0,1.5,0.6,0.12,0.0,0.0,0.0,4.0,0.01,0.03,0.1,0.0,0.0,1.0,0.04,0.0,文部科学省食品成分表八訂,True
4,4111,あずき　あん　つぶし生あん,0.0,115.0,8.6,0.5,7.9,24.5,200.0,27.0,29.0,100.0,1.9,0.8,0.18,0.0,,0.1,9.0,0.04,0.02,0.3,0.04,0.0,15.0,0.18,0.0,文部科学省食品成分表八訂,True
4,4006,あずき　あん　つぶし練りあん,0.0,239.0,5.6,0.6,5.7,54.0,160.0,19.0,23.0,73.0,1.5,0.7,0.2,0.0,0.0,0.1,6.0,0.02,0.03,0.1,0.03,0.0,8.0,0.18,0.0,文部科学省食品成分表八訂,True
4,4007,いんげんまめ　全粒　乾,0.0,280.0,22.1,2.5,19.6,56.4,1400.0,140.0,150.0,370.0,5.9,2.5,0.77,0.0,0.0,0.1,8.0,0.64,0.16,2.0,0.37,0.0,87.0,0.65,0.0,文部科学省食品成分表八訂,True
4,4008,いんげんまめ　全粒　ゆで,0.0,127.0,9.3,1.2,13.6,24.5,410.0,62.0,46.0,140.0,2.0,1.0,0.32,0.0,0.0,0.0,3.0,0.22,0.07,0.6,0.08,0.0,32.0,0.15,0.0,文部科学省食品成分表八訂,True
4,4009,いんげんまめ　うずら豆,0.0,214.0,6.7,1.3,5.9,49.6,230.0,41.0,25.0,100.0,2.3,0.6,0.14,0.0,0.0,0.0,3.0,0.03,0.01,0.3,0.04,0.0,23.0,0.14,0.0,文部科学省食品成分表八訂,True
4,4010,いんげんまめ　こし生あん,0.0,135.0,9.4,0.9,8.5,27.0,55.0,60.0,45.0,75.0,2.7,0.8,0.09,0.0,0.0,0.0,3.0,0.01,0.02,0.0,0.0,0.0,14.0,0.07,0.0,文部科学省食品成分表八訂,True
4,4011,いんげんまめ　豆きんとん,0.0,238.0,4.9,0.5,4.8,56.2,120.0,28.0,23.0,83.0,1.0,0.5,0.09,0.0,0.0,0.0,1.0,0.01,0.01,0.1,0.03,0.0,15.0,0.07,0.0,文部科学省食品成分表八訂,True
4,4012,えんどう　全粒　青えんどう　乾,0.0,310.0,21.7,2.3,17.4,60.4,870.0,65.0,120.0,360.0,5.0,4.1,0.49,8.0,0.0,0.1,16.0,0.72,0.15,2.5,0.29,0.0,24.0,1.74,0.0,文部科学省食品成分表八訂,True
4,4013,えんどう　全粒　青えんどう　ゆで,0.0,129.0,9.2,1.0,7.7,25.2,260.0,28.0,40.0,65.0,2.2,1.4,0.21,4.0,0.0,0.0,7.0,0.27,0.06,0.8,0.0,0.0,5.0,0.39,0.0,文部科学省食品成分表八訂,True
4,4074,えんどう　全粒　赤えんどう　乾,0.0,310.0,21.7,2.3,17.4,60.4,870.0,65.0,120.0,360.0,5.0,4.1,0.49,1.0,0.0,0.1,16.0,0.72,0.15,2.5,0.29,0.0,24.0,1.74,0.0,文部科学省食品成分表八訂,True
4,4075,えんどう　全粒　赤えんどう　ゆで,0.0,129.0,9.2,1.0,7.7,25.2,260.0,28.0,40.0,65.0,2.2,1.4,0.21,1.0,0.0,0.0,7.0,0.27,0.06,0.8,0.0,0.0,5.0,0.39,0.0,文部科学省食品成分表八訂,True
4,4014,えんどう　グリンピース（揚げ豆）,0.0,375.0,20.8,11.6,19.6,58.8,850.0,88.0,110.0,450.0,5.4,3.5,0.62,2.0,0.0,1.1,24.0,0.52,0.16,1.9,0.17,0.0,8.0,0.44,0.0,文部科学省食品成分表八訂,True
4,4015,えんどう　塩豆,0.0,321.0,23.3,2.4,17.9,61.5,970.0,1300.0,120.0,360.0,5.6,3.6,0.57,6.0,0.0,0.1,16.0,0.2,0.1,2.2,0.15,0.0,17.0,1.25,0.0,文部科学省食品成分表八訂,True
4,4016,えんどう　うぐいす豆,0.0,228.0,5.6,0.7,5.3,52.9,100.0,18.0,26.0,130.0,2.5,0.8,0.15,0.0,0.0,0.0,8.0,0.02,0.01,0.3,0.04,0.0,4.0,0.24,0.0,文部科学省食品成分表八訂,True
4,4112,えんどう　うぐいすあん,0.0,221.0,5.4,0.8,8.2,54.8,110.0,20.0,24.0,90.0,1.0,0.8,0.15,2.0,,0.0,4.0,0.05,0.02,0.3,0.02,,1.0,0.09,0.0,文部科学省食品成分表八訂,True
4,4017,ささげ　全粒　乾,0.0,280.0,23.9,2.0,18.4,55.0,1400.0,75.0,170.0,400.0,5.6,4.9,0.71,2.0,0.0,0.0,14.0,0.5,0.1,2.5,0.24,0.0,300.0,1.3,0.0,文部科学省食品成分表八訂,True
4,4018,ささげ　全粒　ゆで,0.0,130.0,10.2,0.9,10.7,23.8,400.0,32.0,55.0,150.0,2.6,1.5,0.23,1.0,0.0,0.0,6.0,0.2,0.05,0.6,0.06,0.0,48.0,0.27,0.0,文部科学省食品成分表八訂,True
4,4019,そらまめ　全粒　乾,0.0,323.0,26.0,2.0,9.3,55.9,1100.0,100.0,120.0,440.0,5.7,4.6,1.2,0.0,0.0,0.7,13.0,0.5,0.2,2.5,0.41,0.0,260.0,0.48,0.0,文部科学省食品成分表八訂,True
4,4020,そらまめ　フライビーンズ,0.0,436.0,24.7,20.8,14.9,46.4,710.0,90.0,87.0,440.0,7.5,2.6,0.77,2.0,0.0,3.3,38.0,0.1,0.05,1.0,0.36,0.0,120.0,0.26,0.0,文部科学省食品成分表八訂,True
4,4021,そらまめ　おたふく豆,0.0,237.0,7.9,1.2,5.9,52.2,110.0,54.0,27.0,140.0,5.3,0.8,0.32,0.0,0.0,0.2,6.0,0.01,0.01,0.2,0.06,0.0,30.0,0.14,0.0,文部科学省食品成分表八訂,True
4,4022,そらまめ　ふき豆,0.0,251.0,9.6,1.6,4.5,52.5,110.0,39.0,20.0,150.0,2.7,0.9,0.38,0.0,0.0,0.3,3.0,0.02,0.01,0.2,0.07,0.0,36.0,0.2,0.0,文部科学省食品成分表八訂,True
4,4076,そらまめ　しょうゆ豆,0.0,173.0,9.8,0.9,10.1,37.1,280.0,39.0,38.0,130.0,1.9,1.1,0.33,0.0,0.0,0.4,9.0,0.06,0.09,0.7,0.08,0.0,45.0,0.11,0.0,文部科学省食品成分表八訂,True
4,4104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,0.0,354.0,33.5,19.3,20.1,30.1,1700.0,160.0,200.0,600.0,6.5,3.9,0.96,1.0,0.0,2.3,36.0,0.74,0.24,2.4,0.55,0.0,260.0,0.83,2.0,文部科学省食品成分表八訂,True
4,4105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,0.0,145.0,15.0,8.2,8.0,9.9,440.0,69.0,66.0,230.0,1.8,1.5,0.39,0.0,,1.5,18.0,0.13,0.05,0.4,0.12,,36.0,0.08,0.0,文部科学省食品成分表八訂,True
4,4023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,0.0,372.0,33.8,19.7,21.5,29.5,1900.0,180.0,220.0,490.0,6.8,3.1,1.07,1.0,0.0,2.3,18.0,0.71,0.26,2.0,0.51,0.0,260.0,1.36,3.0,文部科学省食品成分表八訂,True
4,4024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,0.0,163.0,14.8,9.8,8.5,8.4,530.0,79.0,100.0,190.0,2.2,1.9,0.23,0.0,0.0,1.6,7.0,0.17,0.08,0.4,0.1,0.0,41.0,0.26,0.0,文部科学省食品成分表八訂,True
4,4025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,0.0,402.0,33.0,21.7,15.9,28.8,1800.0,230.0,230.0,480.0,8.6,4.5,0.97,1.0,0.0,1.7,34.0,0.88,0.3,2.1,0.46,0.0,220.0,1.49,0.0,文部科学省食品成分表八訂,True
4,4026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,0.0,391.0,32.8,19.5,15.6,30.8,1800.0,170.0,220.0,460.0,8.9,3.9,1.01,1.0,0.0,2.1,34.0,0.84,0.3,2.2,0.59,0.0,260.0,1.64,0.0,文部科学省食品成分表八訂,True
4,4027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,0.0,414.0,33.6,22.6,17.3,30.7,1800.0,250.0,250.0,580.0,9.0,3.5,1.11,1.0,0.0,4.8,36.0,0.77,0.29,2.2,0.45,0.0,220.0,1.68,0.0,文部科学省食品成分表八訂,True
4,4077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,0.0,349.0,33.9,18.8,20.6,28.9,1800.0,140.0,200.0,620.0,6.8,3.7,0.96,2.0,0.0,3.1,36.0,0.73,0.23,2.5,0.5,0.0,350.0,0.98,3.0,文部科学省食品成分表八訂,True
4,4106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,0.0,155.0,14.7,8.6,7.9,9.8,480.0,55.0,64.0,220.0,2.6,1.4,0.33,1.0,,1.8,15.0,0.14,0.05,0.4,0.12,,43.0,0.17,0.0,文部科学省食品成分表八訂,True
4,4080,だいず　［全粒・全粒製品］　いり大豆　青大豆,0.0,425.0,37.7,20.7,18.4,33.9,2000.0,160.0,250.0,650.0,6.7,4.2,1.29,1.0,0.0,1.3,38.0,0.15,0.27,2.2,0.45,0.0,250.0,0.57,1.0,文部科学省食品成分表八訂,True
4,4078,だいず　［全粒・全粒製品］　いり大豆　黄大豆,0.0,429.0,37.5,21.6,19.4,33.3,2000.0,160.0,240.0,710.0,7.6,4.2,1.31,1.0,0.0,2.2,38.0,0.14,0.26,2.7,0.39,0.0,260.0,0.71,1.0,文部科学省食品成分表八訂,True
4,4079,だいず　［全粒・全粒製品］　いり大豆　黒大豆,0.0,431.0,36.4,22.0,19.2,34.3,2100.0,120.0,220.0,640.0,7.2,3.7,1.06,1.0,0.0,3.1,32.0,0.12,0.27,2.5,0.41,0.0,280.0,0.68,1.0,文部科学省食品成分表八訂,True
4,4028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,0.0,124.0,12.9,6.7,6.8,7.7,250.0,100.0,55.0,170.0,1.8,1.1,0.28,0.0,0.0,0.5,5.0,0.01,0.02,0.1,0.01,0.0,11.0,0.0,0.0,文部科学省食品成分表八訂,True
4,4081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,0.0,186.0,16.6,9.8,10.6,13.8,810.0,75.0,110.0,290.0,2.8,1.8,0.51,0.0,0.0,0.8,11.0,0.15,0.1,0.9,0.18,0.0,96.0,0.34,0.0,文部科学省食品成分表八訂,True
4,4082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,0.0,424.0,37.0,22.8,16.9,29.3,2000.0,160.0,240.0,690.0,7.9,4.5,1.32,4.0,0.0,2.4,57.0,0.29,0.29,2.2,0.51,0.0,250.0,0.91,1.0,文部科学省食品成分表八訂,True
4,4096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,0.0,418.0,36.6,24.6,20.8,28.3,2100.0,190.0,220.0,700.0,6.7,4.1,1.19,6.0,0.0,7.5,81.0,0.48,0.27,2.1,0.56,0.0,210.0,0.93,0.0,文部科学省食品成分表八訂,True
4,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,0.0,451.0,36.7,25.7,18.1,28.5,2000.0,190.0,260.0,660.0,8.0,4.1,1.12,0.0,0.0,1.7,27.0,0.07,0.24,2.2,0.52,0.0,220.0,1.01,1.0,文部科学省食品成分表八訂,True
4,4030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,0.0,456.0,37.5,25.1,15.3,29.5,2000.0,180.0,250.0,680.0,6.2,4.0,1.23,1.0,0.0,1.9,42.0,0.07,0.22,2.1,0.3,0.0,250.0,0.74,0.0,文部科学省食品成分表八訂,True
4,4109,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,0.0,392.0,18.5,11.4,8.4,64.3,980.0,80.0,120.0,340.0,3.9,2.3,0.67,2.0,0.0,1.2,28.0,0.14,0.14,1.1,0.26,0.0,130.0,0.46,0.0,文部科学省食品成分表八訂,True
4,4110,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,0.0,406.0,18.3,12.9,9.0,63.9,1000.0,97.0,130.0,330.0,4.0,2.0,0.57,0.0,0.0,0.9,13.0,0.04,0.12,1.1,0.26,0.0,110.0,0.51,0.0,文部科学省食品成分表八訂,True
4,4083,だいず　［全粒・全粒製品］　大豆はいが,0.0,404.0,37.8,14.7,18.8,39.5,1400.0,100.0,200.0,720.0,12.0,6.0,1.13,2.0,0.0,19.0,190.0,0.03,0.73,3.4,0.56,0.0,460.0,0.59,0.0,文部科学省食品成分表八訂,True
4,4031,だいず　［全粒・全粒製品］　ぶどう豆,0.0,265.0,14.1,9.4,6.3,37.0,330.0,80.0,60.0,200.0,4.2,1.1,0.39,0.0,0.0,2.4,10.0,0.09,0.05,0.4,0.07,0.0,48.0,0.28,0.0,文部科学省食品成分表八訂,True
4,4032,だいず　［豆腐・油揚げ類］　木綿豆腐,0.0,73.0,7.0,4.9,1.1,1.5,110.0,93.0,57.0,88.0,1.5,0.6,0.16,0.0,0.0,0.2,6.0,0.09,0.04,0.2,0.05,0.0,12.0,0.02,0.0,文部科学省食品成分表八訂,True
4,4097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,0.0,73.0,7.0,4.9,1.1,1.5,110.0,40.0,76.0,88.0,1.5,0.6,0.16,0.0,0.0,0.2,6.0,0.09,0.04,0.2,0.05,0.0,12.0,0.02,0.0,文部科学省食品成分表八訂,True
4,4098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,0.0,73.0,7.0,4.9,1.1,1.5,110.0,150.0,34.0,88.0,1.5,0.6,0.16,0.0,0.0,0.2,6.0,0.09,0.04,0.2,0.05,0.0,12.0,0.02,0.0,文部科学省食品成分表八訂,True
4,4033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,0.0,56.0,5.3,3.5,0.9,2.0,150.0,75.0,50.0,68.0,1.2,0.5,0.16,0.0,0.0,0.1,9.0,0.11,0.04,0.2,0.06,0.0,12.0,0.09,0.0,文部科学省食品成分表八訂,True
4,4099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,0.0,56.0,5.3,3.5,0.9,2.0,150.0,30.0,63.0,68.0,1.2,0.5,0.16,0.0,0.0,0.1,9.0,0.11,0.04,0.2,0.06,0.0,12.0,0.09,0.0,文部科学省食品成分表八訂,True
4,4100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,0.0,56.0,5.3,3.5,0.9,2.0,150.0,120.0,33.0,68.0,1.2,0.5,0.16,0.0,0.0,0.1,9.0,0.11,0.04,0.2,0.06,0.0,12.0,0.09,0.0,文部科学省食品成分表八訂,True
4,4034,だいず　［豆腐・油揚げ類］　ソフト豆腐,0.0,56.0,5.1,3.3,0.4,2.0,150.0,91.0,32.0,82.0,0.7,0.5,0.16,0.0,0.0,0.1,10.0,0.07,0.03,0.1,0.07,0.0,10.0,0.1,0.0,文部科学省食品成分表八訂,True
4,4035,だいず　［豆腐・油揚げ類］　充てん豆腐,0.0,56.0,5.0,3.1,0.3,2.5,200.0,31.0,68.0,83.0,0.8,0.6,0.18,0.0,0.0,0.3,11.0,0.15,0.05,0.3,0.09,0.0,23.0,0.12,0.0,文部科学省食品成分表八訂,True
4,4036,だいず　［豆腐・油揚げ類］　沖縄豆腐,0.0,99.0,9.1,7.2,0.5,0.7,180.0,120.0,66.0,130.0,1.7,1.0,0.19,0.0,0.0,0.4,16.0,0.1,0.04,0.2,0.06,0.0,14.0,0.0,0.0,文部科学省食品成分表八訂,True
4,4037,だいず　［豆腐・油揚げ類］　ゆし豆腐,0.0,47.0,4.3,2.8,0.3,1.7,210.0,36.0,43.0,71.0,0.7,0.5,0.14,0.0,0.0,0.1,9.0,0.1,0.04,0.2,0.07,0.0,13.0,0.2,0.0,文部科学省食品成分表八訂,True
4,4038,だいず　［豆腐・油揚げ類］　焼き豆腐,0.0,82.0,7.8,5.7,0.5,1.0,90.0,150.0,37.0,110.0,1.6,0.8,0.16,0.0,0.0,0.2,14.0,0.07,0.03,0.1,0.05,0.0,12.0,0.06,0.0,文部科学省食品成分表八訂,True
